Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120,Customer Retention Rate (%),Monthly Web Traffic,Customer Feedback Score (out of 10),Mobile App Daily Active Users,Annual Marketing Spend ($),Customer Acquisition Cost ($),Average Customer Lifetime (months),Profit Margin (%),Operational Efficiency Score (out of 10),Average Transaction Value ($),Monthly Subscription Renewal Rate (%),Social Media Engagement Rate (%),Email Campaign Success Rate (%),Product Return Rate (%),Helpdesk First Response Time (hours),Inventory Turnover Ratio,Fixed Asset Turnover Ratio,Equity Multiplier,Debt-to-Equity Ratio,Earnings Before Interest and Taxes ($),Net Income ($),Total Assets ($),Total Liabilities ($),Current Ratio,Quick Ratio,Cash Ratio,Gross Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Return on Equity (%),Return on Investments (%),Asset Turnover Ratio,Inventory to Sales Ratio,Days Sales Outstanding,Days Payable Outstanding,Days Inventory Outstanding,Total Debt Ratio,Long-Term Debt to Capitalization (%),Interest Coverage Ratio,Cash Flow to Debt Ratio,Company Efficiency Ratio,Reinvestment Rate (%),Financial Leverage Multiplier,"Blockchain Technology Adoption (0: No, 1: Yes)","Uses Artificial Intelligence (0: No, 1: Yes)","Augmented Reality Features (0: No, 1: Yes)","Virtual Reality Integration (0: No, 1: Yes)","IoT Capabilities (0: No, 1: Yes)"
1,6,2,0,1575269.9635378525,UK,Asia,7,4,4,6,3,4,0,1,5,1,1,1,0,0,0,0,1,1,1,0,0,1,1,8,6,10,10,10,7,9,6,6,4,10,6,3,8,8,4,6,10,2,1,1,3,5,3,5,7,7,2,3,7,3,6,5,5,1,7,6,10,5,7,8,3,7,10,8,8,4,3,10,10,1,7,6,7,4,5,9,3,8,9,9,2,7,6,7,3,10,1,6,4,2,3,5,5,2,10,9,3,2,1,9,5,6,8,8,3,4,1,3,3,2,2,1,1,4,6,2,8,9,4,1,4,9,4,7,6,9,8,2,4,8,1,3,8,2,5,5,8,7,10,70.9829646940592,815518,8.960798083267303,61154,133375.65495949087,51.10285264599436,18,20.13705458125074,7.929407668449066,65.89068305375011,69.1512659191179,11.943774479115715,37.21767506641828,5.162797875963063,1.4568837546526043,10.534279591119343,4.148556572533165,1.6661056003891357,1.2846218160908858,98206.53556446884,11201.279392521188,6424318.911049788,2331655.7234968273,2.2412175400436523,1.2005648860169398,0.2593056426993851,45.84238556750151,28.71336224941004,15.625822427338608,5.110977198410903,12.13266822936477,0.8893841453997628,0.114567315126338,57,52,63,0.5651930510554393,25.70331917285449,3.7684386130930987,0.8820238774090374,74.97675944877409,73.0280513447348,1.6555081766721331,1,1,0,1,0
19,96,449,1,911235.482862243,UK,Europe,6,9,2,4,8,7,0,6,2,0,6,1,0,0,1,0,0,0,0,0,1,1,1,2,6,1,8,5,1,4,2,4,7,6,3,10,6,1,10,1,3,6,7,10,5,9,1,1,7,2,4,8,5,5,10,7,9,5,4,8,2,8,8,5,10,6,7,6,10,3,6,10,2,1,6,1,4,10,9,5,1,3,5,5,5,2,3,8,2,1,7,3,2,2,5,2,1,5,6,2,10,3,3,3,2,1,6,4,10,2,3,9,6,4,7,1,4,9,3,5,10,2,2,2,10,8,5,5,6,5,9,10,4,6,5,2,2,7,7,2,5,5,6,76.3677601306589,411551,7.725305979858232,78074,58754.58719608537,46.41636729286423,39,17.953474701673624,5.581534498264511,114.64539541294958,85.67585046974273,15.802301234301499,26.87900141647587,5.0694953062411,1.6532987490787894,11.055534648607845,3.979866701109931,2.810062195580066,0.9212567401757616,95048.14133254625,8955.26609379483,5826929.149507421,1089168.2557737273,1.3102800273263957,1.2112612106467298,0.23211018411963347,46.54251932451549,15.244939886006229,19.526828904489978,6.515110702204467,24.356974333683915,1.3451411565123863,0.44602649371880365,56,21,30,0.44647757986021885,35.682320963598045,5.70251365410244,0.7231794867097852,63.114014811298674,47.02619116966774,2.419301270762716,0,1,0,0,0
13,3,373,0,-375306.7026245077,China,Europe,7,7,1,2,1,10,0,2,9,0,10,1,1,0,0,0,0,1,1,0,0,1,1,6,5,5,2,7,6,1,10,7,4,10,8,8,4,9,9,2,8,8,6,9,2,3,7,5,6,7,5,10,2,2,1,4,9,6,2,10,10,5,6,3,1,9,5,7,4,10,5,6,5,1,9,1,7,9,3,5,10,7,9,3,7,6,2,4,3,8,7,1,8,4,2,4,6,1,4,4,3,5,2,3,5,8,1,4,5,8,4,4,4,8,5,9,1,7,6,5,6,2,10,1,5,4,5,8,7,9,8,3,2,10,1,1,3,1,7,9,4,10,2,90.77022226737944,991077,7.5610400609602495,73898,113216.52718393882,42.79805496596919,56,15.445409861282222,6.306255713866463,78.181509447417,67.1031496344813,3.7502554567236546,32.16844669164634,8.231885570491109,2.570770032716759,6.18348516284736,4.586532022609723,1.6948904726467813,1.0712788701461056,88750.21175720314,8826.28213181183,4476688.536948723,2253014.249336986,1.8350934536537535,1.4228487798343783,0.6369656501884244,44.66055061911929,28.693950898772965,3.71850902755589,26.472670835895187,6.712320262726186,1.3250659901953137,0.1641150006992255,89,44,41,0.5089542603897554,12.247482390717753,7.759562440370588,0.3417867700662144,67.92418353688815,44.753936452626434,2.466519237372502,0,1,1,0,1
9,95,161,1,1255736.6832698009,India,Asia,1,4,3,6,10,7,0,1,4,1,5,1,0,1,1,0,0,0,0,0,1,1,0,5,4,7,3,1,7,3,8,8,9,3,5,6,10,10,4,5,2,6,4,8,6,5,2,1,8,1,1,9,1,9,10,2,7,1,5,10,1,2,7,4,10,1,6,7,3,3,6,5,2,3,2,2,8,4,1,3,3,2,9,3,9,8,4,7,9,1,7,10,1,8,1,7,4,10,8,7,9,8,2,6,10,8,3,9,8,1,2,4,1,7,5,9,6,2,6,2,5,7,9,4,1,5,1,2,3,5,1,4,5,10,7,2,8,6,6,9,9,6,1,77.94712842558948,689295,7.7016453036510235,68393,110262.56451084938,47.01159482367635,29,36.81591512391975,7.014092529831741,108.23161502699297,55.35918131285106,19.516339864778544,18.021596661957645,9.892455391022901,2.8947655337329503,4.783564260497521,4.111410593580802,2.7738992051580573,1.947340549682677,101875.68798027391,5654.821661658532,4196863.8674878515,2421383.708764101,1.0801044723942375,0.9781374994138209,0.7588430595486055,50.21744997421821,39.477493901785465,13.584513749961449,27.090077352382558,22.25430776082195,1.8319325290776751,0.19156304369414756,77,35,86,0.5125861685246675,27.49910431720678,4.101129909036698,0.363241313805869,87.08777315203528,44.48786598832758,1.1596338203107885,0,0,1,0,0
8,11,156,1,761694.7895938042,USA,Asia,2,6,1,8,3,1,0,5,10,0,9,0,0,1,1,1,1,0,0,0,1,1,0,7,2,4,6,5,5,4,3,7,6,4,4,4,7,10,9,10,1,6,4,3,9,1,9,4,10,9,5,4,5,3,6,10,1,8,6,9,9,1,10,2,10,4,8,3,10,4,6,6,6,6,3,8,1,6,10,8,10,5,2,3,2,9,2,3,9,9,8,7,5,3,7,4,8,4,9,5,5,6,6,1,10,3,4,2,3,6,10,6,9,2,6,7,4,6,6,1,2,1,6,10,8,5,4,9,10,3,9,6,3,4,8,1,10,2,10,3,1,8,4,54.35029208722148,82629,9.460829390284083,4379,103243.36922790835,55.883834212768555,23,12.03513527623672,8.459286313101114,77.33373852213566,50.59074121800739,4.5539293966734675,17.160734482222963,9.434615283563794,1.1621074292895315,6.819355661639892,5.798809065174387,2.3889447760394087,1.3851526405175965,116906.76710015879,14519.227663308378,4454784.687468791,1804823.2944276533,2.643052039489493,0.6455726077392329,0.5964383611104787,47.64275080534503,23.82907210965018,10.168995464392275,23.065990819553463,15.66502707807518,0.502029324506682,0.21962530523898574,45,21,71,0.6164584347197912,14.992400115886657,5.514548118371582,0.772607322291466,77.7568801889427,37.461106211584536,2.135712157334174,0,1,1,0,0
12,34,366,0,1550587.7934950585,China,North America,5,2,4,8,10,8,1,10,1,0,3,0,0,1,0,0,0,1,0,1,0,0,0,5,9,6,7,6,10,8,9,10,7,7,5,8,4,10,9,5,10,4,8,3,2,6,3,6,4,4,1,9,5,10,2,7,8,1,7,2,8,4,1,2,7,5,8,4,7,6,9,2,6,3,1,6,1,4,3,2,1,3,3,2,4,1,1,7,8,10,6,5,3,8,2,2,1,7,1,8,10,7,1,8,6,10,5,6,8,5,10,10,2,8,5,1,2,5,10,7,8,8,5,8,9,10,10,6,8,4,8,9,7,4,1,3,6,2,2,10,1,10,8,54.82286385627835,867191,8.683407005186153,28008,144123.90049225336,53.25489619523737,38,26.434194484528177,6.461949636227495,90.02660419743565,73.05561609610959,14.834634922763353,25.466022459397923,8.881951290496815,1.7011656368119392,7.277964396750719,3.426159140433876,1.0293549497972179,1.6247653210149227,89215.91574059553,5595.083896639058,5417503.888794775,2035945.7663835073,2.07698151112589,0.8539337953391585,0.20749464744780272,56.467734557019554,28.522106190701162,4.62531746175042,28.458762844202344,24.72813658050905,1.6237243546161777,0.1389764478816703,79,39,30,0.6061729739356949,33.8246572304614,5.122811239164113,0.8935560249695749,65.05746606769353,41.52950693222594,2.6467960221188385,0,0,0,1,0
16,12,226,1,914325.0832566913,UK,North America,4,8,3,9,4,2,0,9,10,0,6,1,0,1,1,1,0,0,0,0,0,1,1,1,9,2,3,8,10,5,5,8,6,1,9,3,7,8,5,6,10,6,2,7,5,7,4,3,5,2,4,9,10,7,9,4,2,8,7,5,4,8,10,1,10,3,5,2,2,2,6,9,10,2,10,1,8,5,10,10,8,9,8,1,7,2,4,8,9,8,6,8,8,6,8,9,10,10,6,3,4,1,2,2,6,2,3,2,8,4,1,10,1,5,8,8,4,9,4,2,6,7,3,1,3,9,10,10,8,6,1,10,7,10,3,6,9,6,2,8,10,4,10,62.30082444494252,926266,9.773590980042163,59200,112020.47371137916,65.66270701312007,19,18.260587957271376,9.004757055773181,141.8579842866026,54.00431001392713,3.8810491482302822,34.37789602849719,5.513468610067472,1.91062146952668,10.705549093704777,2.3288741174914924,2.7154064489681833,1.419016030065292,78201.58714778924,8753.320560664273,4613277.671390602,3219128.2475654054,2.877258920647038,1.229205452948415,0.6888206526611234,21.976683158356856,30.116374400786587,16.578738088090418,19.013635960854867,11.015382655814186,1.5209700051863697,0.4241511372672161,63,30,53,0.36439174693388304,15.980653986895652,3.6308731838008432,0.6933177528103758,60.79893344306056,52.89097390932298,1.4943363768157727,0,0,0,1,0
9,27,136,0,1119809.216247768,Germany,Asia,3,9,4,8,5,8,1,9,5,1,3,1,0,1,0,0,0,0,1,0,1,1,1,5,5,5,1,3,4,8,7,8,5,8,6,7,5,9,6,5,9,9,8,9,4,3,10,8,6,3,9,7,4,6,10,7,4,1,4,8,6,10,6,7,9,10,1,8,9,9,10,3,2,2,2,4,1,5,1,3,10,2,5,5,8,1,2,6,2,9,2,1,7,8,6,4,4,6,6,3,3,6,7,8,4,10,3,6,7,3,3,2,2,10,7,7,7,1,5,4,10,4,8,8,5,5,8,1,1,1,10,1,8,7,4,4,3,1,6,4,4,10,6,63.03786995416289,595211,9.233093047910437,55984,95086.59309885604,61.76003398555477,36,22.980536057709088,9.699165757922213,102.508031172817,73.64666268693725,16.848864187972982,17.221110111803704,7.795837507013834,1.3183065639818985,11.209705892031234,3.461560844097378,2.60987871250987,1.1758431639094915,111425.88029975863,10515.48695625835,5146631.787642001,1895576.8535718108,2.8225790375503275,0.999331668595577,0.6311943771763651,31.699708474095303,33.64279985093488,19.445468295491146,18.483350095454625,14.550212200703035,1.2826497971220592,0.44220672793132776,80,35,42,0.6001124145807311,18.88378039551567,7.04074926418421,0.4840897996090805,83.18938382325602,39.53669756641016,1.457801849174324,0,1,0,0,1
6,19,449,0,509485.3470834502,Germany,Europe,2,6,2,6,3,10,0,2,2,0,8,1,1,1,1,1,0,1,0,1,0,0,0,9,3,2,10,2,2,2,5,3,6,10,3,9,5,10,8,8,9,5,1,3,8,10,3,4,10,5,4,5,5,5,6,4,1,10,10,8,10,7,1,9,9,6,3,6,4,7,2,4,1,9,3,8,1,3,4,8,10,2,7,4,7,5,7,3,2,2,10,9,2,1,9,8,8,2,4,3,5,4,6,6,4,5,6,8,2,5,4,3,4,9,3,6,9,9,10,9,6,6,6,5,10,10,8,1,1,5,2,1,5,7,10,5,7,2,10,7,10,6,3,84.12030626454847,235040,7.247335534932166,15786,108975.20250933233,59.13854448891048,37,28.557559159130776,9.748931343430275,49.07635498779172,55.29534039343924,15.807219241557403,10.427434390585148,2.718099152907929,1.927447039053976,11.279155268845528,2.1444086329098,2.2278149018549014,1.6420982471963141,97748.30732446045,8600.672615436331,5054149.857678056,2037178.468709116,2.74670521541214,1.1041680513266328,0.5519641352266882,27.086231564175133,38.794932685081335,8.740422333571315,13.589214208929127,16.398797798149314,1.2232273875739905,0.41645412458417674,77,23,84,0.6675448635817707,25.733504303034813,4.251987626534157,0.8872265004214615,87.93794235922881,45.359641902838405,2.723979565637894,1,1,1,0,0
16,93,12,1,769058.3353060556,India,Europe,3,4,3,2,4,2,1,6,9,1,4,1,0,0,0,0,0,1,0,1,1,1,0,1,9,1,7,3,8,9,8,5,8,4,10,1,6,2,2,10,6,5,6,3,10,1,6,5,7,1,3,10,9,7,5,1,8,3,2,9,1,6,9,3,4,10,10,8,8,7,9,1,10,1,8,6,9,2,1,6,9,2,6,6,4,9,2,7,5,2,6,2,8,3,5,2,10,8,2,4,6,5,10,10,9,8,6,1,1,6,6,1,5,1,3,9,6,4,5,4,10,2,1,8,2,5,7,3,5,1,10,2,3,3,4,6,5,7,1,1,8,7,7,79.46174871247139,914752,6.323730509361738,62338,85992.20537928779,56.84826789945745,7,23.803311793058523,9.674740742563444,103.95991269002401,58.712175813696916,15.036679452279781,15.406994386380404,8.349068427339661,2.8653849617417073,4.20262750504701,3.124895174218984,2.469596175842873,1.3163736015945853,97963.17479720055,9236.797116660544,5790798.955908189,2351540.6324501815,1.9376391256469383,1.303255196333036,0.7943224042770736,40.09570120846433,26.16511221353706,7.896133594492701,19.47973468350166,21.089580349807015,0.7930162296959982,0.3091139083745653,83,28,30,0.38844454101523657,36.6642455458681,2.53379775986882,0.4851340178594254,60.02652042883931,32.45165359264495,2.422297917575497,1,1,0,1,0
17,83,12,1,406361.4539682403,India,Asia,9,5,2,9,2,8,1,5,8,1,2,0,0,1,0,1,1,0,1,0,1,1,1,9,1,9,9,9,1,10,7,4,7,8,7,10,9,10,1,8,1,2,5,1,2,5,8,1,4,5,6,5,4,5,9,3,9,7,6,7,2,6,8,3,1,10,4,7,9,1,2,8,1,2,7,1,1,7,2,9,4,1,7,8,6,5,9,5,6,6,5,1,6,10,6,2,8,3,7,7,7,7,9,6,1,8,6,6,3,7,5,6,2,7,9,7,7,3,10,1,1,3,10,4,3,5,10,5,8,10,1,5,1,9,8,3,10,5,4,4,2,3,8,65.00951723023,711412,7.3076719838264035,11706,122256.54278339651,55.8538251421557,9,24.295085952733952,6.60704080998843,92.4981832683246,82.7512203394431,17.926589637943135,19.28105260539919,4.711313222847326,0.8538115656297278,5.944683595562059,5.394663879479744,1.8214436902920044,1.5272289647078992,101319.92569210152,11366.674475177926,4629063.011340531,1384494.1567087183,1.9796736355636708,0.5914419313061801,0.7679038745179398,48.54183827804916,26.404038208897333,4.268162647404704,9.238217390890147,20.947791254393714,1.6823371943626553,0.44164303054310183,68,34,109,0.46893405073773947,25.223277110984224,9.032573650374788,0.9414736767526051,94.7301430904231,55.85838720353038,1.6748087837280803,0,0,0,1,1
9,75,445,0,953462.6856821482,UK,North America,7,1,4,9,2,7,0,5,10,0,9,0,1,0,1,0,0,0,0,0,0,1,1,2,1,3,5,7,6,3,6,5,6,8,1,8,3,2,6,9,3,3,6,7,9,9,3,3,4,1,1,3,4,6,3,6,6,7,1,8,2,6,1,8,7,3,9,8,3,1,3,3,10,6,6,3,7,3,5,6,1,9,1,3,7,10,8,8,9,9,3,2,1,8,9,9,3,7,6,7,9,4,7,6,6,10,6,3,6,8,10,7,8,8,9,8,9,8,9,4,6,2,6,6,2,4,4,4,9,6,9,1,1,2,9,6,2,10,9,6,5,8,3,96.27166474388626,157895,5.580154938237636,23811,100590.38554328954,28.98811685396001,54,48.83371195807148,5.567180765396204,99.07075180349918,74.801587570533,8.833157628347145,26.23627206471543,6.231397451205853,0.9146740361462489,8.388731978028918,4.31435745220892,1.746607514889665,1.648371866017295,100528.87386808274,12544.57606633016,5767503.712666228,2191831.860826186,2.252381876803697,0.9608949112132812,0.5653357714265903,31.416502211132965,33.38878642887806,19.79150741426398,27.84612286960603,12.239992385146486,0.8838279317887305,0.38314157945721183,50,30,95,0.5221636663772563,24.867759364707023,5.313520114888502,0.3342357815398266,78.73221460937592,67.62553845293095,2.6676261944021444,0,1,1,0,0
13,4,115,0,1347267.003350255,USA,Europe,1,8,2,3,6,4,1,5,9,0,4,0,0,0,0,0,1,0,1,1,0,0,1,4,2,3,10,5,4,10,9,6,8,6,1,2,10,2,2,7,8,2,5,8,6,5,7,2,6,8,4,10,7,7,9,1,6,5,3,6,3,10,9,1,1,8,5,9,1,4,2,4,7,6,3,2,10,6,10,8,5,7,8,10,1,2,7,4,3,3,6,1,10,1,1,9,7,2,4,1,9,7,2,8,9,1,3,6,1,6,3,4,2,6,2,7,5,8,9,2,6,5,7,7,7,7,4,7,2,5,2,2,8,5,4,10,4,9,10,5,5,10,4,64.53411647042073,254009,5.071330540004926,26687,108660.12506967346,38.66841330833172,40,45.9436908039939,7.9563254743717255,79.14241818359068,52.26385454649421,16.425702876747486,15.146117183871663,1.049199640368592,2.2434725166769143,8.416863853975421,3.155790854494195,1.7600137229018262,0.6308307054670168,98722.51354851585,13514.709708126527,4434574.692224544,2005010.4019377213,2.5741165287080525,1.0176208525741517,0.3105867405438924,54.32078786669658,30.250619121402888,7.156584648384206,22.85089186061814,17.26766234423632,0.5593698135380465,0.16323217450446809,72,45,51,0.6828819925282067,17.193637868499803,8.762276368877036,0.7190767674686558,77.90103918665002,39.779191908893566,1.264820182677529,0,1,1,1,0
8,79,176,1,1124322.0372004078,USA,Europe,4,2,2,10,5,5,0,6,9,1,1,1,0,1,1,1,1,0,0,0,0,1,1,8,2,8,6,9,8,5,1,3,8,8,5,5,6,10,9,4,3,6,10,1,4,5,5,9,9,5,3,2,5,6,4,7,7,5,1,5,1,8,10,4,7,2,7,10,10,10,8,4,3,1,10,8,3,6,3,9,5,6,7,2,2,6,8,10,9,3,7,6,4,9,2,10,7,10,6,5,5,5,6,1,6,9,7,5,9,6,9,8,1,4,10,3,7,7,1,10,10,10,4,2,1,6,5,2,4,9,9,9,10,1,6,6,6,1,4,8,5,8,10,79.85139913516043,465202,9.65454362867246,51713,99079.55355275467,45.92010304254559,14,41.27185577717579,8.542752509114809,72.59464026255452,66.3095256919941,2.587361893305843,21.85031625474146,3.3603039445019554,0.8396059718454258,11.876694372198298,4.143232171329293,1.470820122985922,1.4080540850852286,84445.97605419726,7525.821793007749,4359596.1656812895,2019687.4058450218,1.3338928107075718,1.410206457868231,0.2876029117497717,39.38230169830013,34.36149460876983,16.498507819981963,15.01006067518879,6.318064726770136,1.4154026130397628,0.259185758148896,63,26,57,0.4141352937040008,26.209356982685634,5.337665364022499,0.37246772242498505,74.46081861960845,61.83579272810367,1.409063381622583,1,1,1,0,1
13,54,207,1,1407230.643843956,UK,North America,5,2,4,1,6,4,1,10,3,1,4,1,1,0,0,0,0,0,0,0,0,0,1,9,6,6,3,3,2,9,1,5,4,7,2,9,3,10,8,2,10,2,2,3,5,7,1,3,7,1,10,8,2,8,6,10,8,10,4,10,2,5,6,8,4,5,4,5,4,2,8,2,8,6,6,1,5,2,2,8,4,9,4,6,1,10,4,2,2,5,4,2,4,5,6,7,1,8,2,3,1,10,8,3,10,7,10,3,10,5,5,1,6,8,8,2,4,10,2,3,10,8,3,2,2,10,10,7,6,6,10,1,6,10,3,6,10,4,6,8,5,10,5,73.07893951670762,411597,5.418078234669762,34102,119326.5511452908,68.07216863180435,33,37.88933086986911,5.413157761419171,87.49371443433988,69.08888375473481,4.57953174445609,24.49644577163926,9.080572968642713,2.468989233594309,9.532299302423745,3.55624459475323,1.1923698213788678,0.569648180678177,112428.07351130119,6388.210753929203,5903829.306468777,2290248.486275125,2.0419576774082664,1.352732728027402,0.7348449787758291,40.348918312432886,10.686933142299338,19.78646996329433,17.80887954068687,19.301615917484312,1.8576281556454666,0.22152433018535872,60,21,37,0.582715437902069,33.751281132302246,5.496897408910465,0.7900698036170215,60.12037674440266,54.91801330821946,1.122986664116145,1,0,0,0,1
19,93,437,0,573069.8730548852,India,Europe,4,6,2,2,4,4,1,4,2,0,5,0,0,1,0,0,1,1,1,0,0,0,1,3,9,7,3,1,5,7,9,8,10,2,3,2,3,4,8,4,10,5,1,1,10,1,9,5,3,10,7,9,3,3,4,2,7,6,2,4,4,8,2,6,7,9,10,5,2,5,1,5,9,2,1,3,5,4,3,5,5,8,6,9,7,10,8,9,5,8,9,1,3,5,9,3,7,4,1,1,4,1,4,1,9,5,5,10,7,3,4,7,7,2,3,5,6,8,7,9,1,2,4,6,4,8,5,2,5,7,7,6,9,6,10,9,5,7,7,5,5,5,1,84.27400828552746,837153,9.828970078458035,31283,77336.67998080663,47.29789453752518,30,23.105317856114315,6.2806122665524216,125.13336668155797,89.70947612267214,11.412444982443184,18.72427240731401,8.718175411849007,2.3751440765362983,11.68773389212966,3.930159704607121,2.3909665351628067,0.6769778517240446,79925.86345515083,13076.41847271796,5459031.888602618,2389155.870675681,1.4042038902251908,0.9549396975441877,0.44199858065404873,50.98902527282698,39.479737007484616,6.180470828830865,27.917747165505556,22.72748410734796,1.678449323054822,0.23776522366928854,87,49,48,0.38898469678651426,29.417713015801723,6.249956146305216,0.38350632693049835,73.9572806719338,74.55040184190833,2.5486198581743436,1,0,1,1,0
15,34,456,0,274046.04448960046,UK,North America,4,3,3,4,2,6,0,4,4,0,9,0,1,0,1,1,1,1,0,0,0,1,1,7,9,5,1,6,3,10,10,8,2,10,6,9,10,1,7,3,10,3,5,4,2,1,1,3,2,7,7,8,10,4,7,6,7,8,5,3,1,8,6,8,8,3,3,3,4,6,9,7,8,3,9,10,4,9,1,1,9,2,10,4,6,8,4,9,1,4,6,1,6,3,2,10,6,10,5,5,7,8,10,8,3,5,10,1,1,1,9,8,2,6,1,7,7,10,8,2,10,5,2,10,8,2,3,4,2,10,7,10,1,5,8,3,8,10,7,8,2,8,6,61.497920010091065,922303,6.506568207812335,15786,66216.99128845011,50.46566776081128,23,42.52556992112993,8.497335347212776,86.42520667616384,84.68528035566881,11.826802446785129,30.15278274228261,7.231902625327571,0.9761319449332821,10.961903788873961,5.381111648073761,1.5375036044686394,0.6752885808786893,86314.612106617,11104.402790404303,4064841.901666591,1563989.642762271,1.1850595697571498,1.372838521677815,0.31708054041840017,44.29588834464879,21.694747518063146,19.678503697375543,19.97012602158828,23.21553479988741,1.1118581785049886,0.2727140869553394,53,41,114,0.5460061380332044,16.826691662207814,7.42656789320049,0.3525776169554342,60.52114634441432,64.24788869976021,1.3468052636634418,0,1,0,1,0
11,90,273,0,313179.2975349616,China,North America,3,5,4,6,3,4,0,9,9,1,7,1,1,0,0,0,0,1,0,0,0,0,1,8,5,2,7,2,6,9,9,1,9,7,8,6,7,1,6,9,1,6,8,5,3,5,4,7,3,5,3,1,3,9,2,6,1,10,10,6,1,2,8,6,9,10,7,9,2,1,1,4,7,9,1,2,1,5,1,9,2,3,3,5,10,9,4,9,5,7,9,7,6,5,8,4,10,10,3,2,9,9,6,4,1,2,2,4,4,1,3,7,2,4,5,8,3,7,8,6,6,1,9,9,3,6,8,1,4,7,1,9,5,7,5,5,4,9,10,7,3,1,5,98.14255492872337,734306,6.389577800573111,6231,109984.376528754,47.72382917082288,16,39.15622631407484,6.146069632724963,93.52822712115449,85.17081959651546,12.03510239679641,18.653612283484723,8.956658145280102,1.250565155981651,9.982554595689624,4.3313645621885,1.1376247366271417,1.308984213875903,110560.53460374757,12457.305400946865,4148329.245005709,2122948.622542403,2.9778814216612863,0.907950014234734,0.29448711991349774,27.636830708511425,35.491187195011705,3.7189038782539976,11.868984590465367,7.850303876448887,1.4521954885168233,0.22294552885060545,83,51,34,0.3441853846699842,38.36801731792534,5.65835626485998,0.7064215992236405,88.41641401278062,73.28410083235153,2.522229624958948,1,1,0,1,1
